Team,Player,Role,Final_Price,Stats,Image_PathChennai Super Kings,Khaleel Ahmed,Bowler,4.80 Cr,Can bowl at both ends of an innings | An attacking left-arm wicket-taker | Plenty of experience as a net bowler for India,images/Khaleel_Ahmed.jpg
Kolkata Knight Riders,Tim Seifert,WK-Batter,1.50 Cr,"Keeps wickets, but is an outstanding outfielder as well | Has played for DC and KKR previously | Was part of the victorious St.Lucia Kings in CPL 2024",images/Tim_Seifert.jpg
Kolkata Knight Riders,Umran Malik,Bowler,75.00 L,"Hostile pace, often going past 140 kmph | Natural length is skiddy",images/Umran_Malik.jpg
Kolkata Knight Riders,Tejasvi Dahiya,WK-Batter,3.00 Cr,Hard-hitting keeper batter from Delhi | Had a good season with the bat in DPL 2025 | Known for his finishing ability,images/Tejasvi_Dahiya.jpg
Kolkata Knight Riders,Manish Pandey,Batter,75.00 L,,images/Manish_Pandey.jpg
Kolkata Knight Riders,Akash Deep,Bowler,1.00 Cr,Bowls with an economy under 8 in T20s | Has the knack of breaking partnerships | Expert at using the seam to generate variations,images/Akash_Deep.jpg
Kolkata Knight Riders,Angkrish Raghuvanshi,Batter,3.00 Cr,Played a few gems for KKR batting at three | SR of 155.24 in his maiden IPL season (2024) | Has a wide range of shots,images/Angkrish_Raghuvanshi.jpg
Kolkata Knight Riders,Ramandeep Singh,Allrounder,4.00 Cr,Powerful striker in the death overs | Bowls handy medium-pace in the middle overs | Excellent fielder,images/Ramandeep_Singh.jpg
Kolkata Knight Riders,Sarthak Ranjan,Allrounder,30.00 L,,images/Sarthak_Ranjan.jpg
Kolkata Knight Riders,Rovman Powell,Batter,1.50 Cr,"Power-hitter, improved player against spin | Handy medium-pacer | Captains the West Indies in T20Is",images/Rovman_Powell.jpg
Kolkata Knight Riders,Rinku Singh,Batter,13.00 Cr,,images/Rinku_Singh.jpg
Kolkata Knight Riders,Kartik Tyagi,Bowler,30.00 L,Mostly hits the deck hard | Has a very good yorker | Once defended 4 runs in the final over in a game against PBKS in 2021,images/Kartik_Tyagi.jpg
Kolkata Knight Riders,Mustafizur Rahman,Bowler,9.20 Cr,Bowls cutters with variations in pace | Excellent death bowler | Has been in decent rhythm in recent times,images/Mustafizur_Rahman.jpg
Kolkata Knight Riders,Rahul Tripathi,Batter,75.00 L,"Proven top-order batter | Plays an aggressive brand, can attack spin as well | Innovative stroke-maker",images/Rahul_Tripathi.jpg
Kolkata Knight Riders,Harshit Rana,Bowler,4.00 Cr,,images/Harshit_Rana.jpg
Kolkata Knight Riders,Rachin Ravindra,Allrounder,2.00 Cr,Enjoyed breakthrough Test tours of India and Sri Lanka | Top order left-hand batter and slow left-arm spinner,images/Rachin_Ravindra.jpg
Kolkata Knight Riders,Sunil Narine,Allrounder,12.00 Cr,,images/Sunil_Narine.jpg
Kolkata Knight Riders,Anukul Roy,Allrounder,40.00 L,,images/Anukul_Roy.jpg
Kolkata Knight Riders,Cameron Green,Batter,25.20 Cr,Hefty hitter of the cricket ball | Can bowl his four overs at any stage of the game | Very safe fielder,images/Cameron_Green.jpg
Kolkata Knight Riders,Varun Chakaravarthy,Bowler,12.00 Cr,,images/Varun_Chakaravarthy.jpg
Kolkata Knight Riders,Ajinkya Rahane,Batter,1.50 Cr,Technically sound batter | Has renewed his T20 game as an enforcer | Is a classical player,images/Ajinkya_Rahane.jpg
Kolkata Knight Riders,Vaibhav Arora,Bowler,1.80 Cr,"Effective new ball bowler, can swing the ball both ways | Very useful in overcast conditions or pitches that support swing bowling | Got the crucial wicket of Travis Head in the 2024 IPL Final",images/Vaibhav_Arora.jpg
Kolkata Knight Riders,Matheesha Pathirana,Bowler,18.00 Cr,Has a slingy bowling action | Has good yorkers and change of pace | Mainly used after the powerplay and in the death,images/Matheesha_Pathirana.jpg
Kolkata Knight Riders,Prashant Solanki,Bowler,30.00 L,,images/Prashant_Solanki.jpg
Kolkata Knight Riders,Daksh Kamra,Allrounder,30.00 L,Leg spinner from Hyderabad,images/Daksh_Kamra.jpg
Lucknow Super Giants,Avesh Khan,Bowler,9.75 Cr,Can nail the yorkers during the death overs | Top wicket-taker for the Royals with 19 scalps in 2024 | Has a good mix of variations in his kitty,images/Avesh_Khan.jpg
Lucknow Super Giants,Mayank Yadav,Bowler,11.00 Cr,,images/Mayank_Yadav.jpg
Lucknow Super Giants,Manimaran Siddharth,Bowler,75.00 L,,images/Manimaran_Siddharth.jpg
Lucknow Super Giants,Naman Tiwari,Bowler,1.00 Cr,Featured for India at the 2024 Under-19 World Cup | 3rd-highest wicket-taker in UPT20 league 2025 | Bowls at a good pace,images/Naman_Tiwari.jpg
Lucknow Super Giants,Nicholas Pooran,WK-Batter,21.00 Cr,,images/Nicholas_Pooran.jpg
Lucknow Super Giants,Ayush Badoni,Batter,4.00 Cr,,images/Ayush_Badoni.jpg
Lucknow Super Giants,Wanindu Hasaranga,Allrounder,2.00 Cr,"A smart leg-spinner with a lethal googly | 2nd highest wicket-taker in T20s in 2024 | Excellent fielder, can contribute with the bat as well",images/Wanindu_Hasaranga.jpg
Lucknow Super Giants,Arshin Kulkarni,Allrounder,30.00 L,Power-hitter | Strikes at 158 in T20s | Offers great value with his seam bowling,images/Arshin_Kulkarni.jpg
Lucknow Super Giants,Josh Inglis,WK-Batter,8.60 Cr,A 360 cricketer | Can play anywhere in the top 6 | Will not be available for the whole season,images/Josh_Inglis.jpg
Lucknow Super Giants,Abdul Samad,Batter,4.20 Cr,"Powerful striker, six-hitter | Useful with his leg-breaks",images/Abdul_Samad.jpg
Lucknow Super Giants,Digvesh Singh Rathi,Bowler,30.00 L,Bowler | Indian domestic setup | Economy of 7.56 in T20s,images/Digvesh_Singh_Rathi.jpg
Lucknow Super Giants,Mitchell Marsh,Allrounder,3.40 Cr,"Current T20I captain of Australia | Powerful striker off the back-foot | Gives handy overs with the ball, safe fielder",images/Mitchell_Marsh.jpg
Lucknow Super Giants,Mohammed Shami,Bowler,10.00 Cr,One of the most penetrative seam bowlers around | Possesses an excellent yorker and can reverse the old ball as well | Can bowl in different phases,images/Mohammed_Shami.jpg
Lucknow Super Giants,Akshat Raghuwanshi,Batter,2.20 Cr,"Right-handed middle order basher | Had a very good Madhya Pradesh T20 League, 239 runs in 4 innings",images/Akshat_Raghuwanshi.jpg
Lucknow Super Giants,Akash Maharaj Singh,Bowler,30.00 L,Someone who can skid it off the deck | Can be handy with the new ball | Has experience in the IPL,images/Akash_Maharaj_Singh.jpg
Lucknow Super Giants,Prince Yadav,Bowler,30.00 L,Hit-the-deck-hard pace bowler | Specialist death overs bowler,images/Prince_Yadav.jpg
Lucknow Super Giants,Rishabh Pant,WK-Batter,27.00 Cr,"Show-stealer, captaincy material | Can tackle tough situations and quickly transfer pressure back on opponents | Audacious in his strokeplay",images/Rishabh_Pant.jpg
Lucknow Super Giants,Mukul Choudhary,WK-Batter,2.60 Cr,Averages 32 with the bat in T20s | Strike rate of 157.57 in T20s,images/Mukul_Choudhary.jpg
Lucknow Super Giants,Aiden Markram,Batter,2.00 Cr,Technically sound top-order batsman | A proven customer on sub-continental tracks | Useful off-spinner who can sneak in a few overs even in the powerplay,images/Aiden_Markram.jpg
Lucknow Super Giants,Mohsin Khan,Bowler,4.00 Cr,Hit the deck bowler who can also move the ball | Is not afraid to bowl the tough overs | Injury prone,images/Mohsin_Khan.jpg
Lucknow Super Giants,Matthew Breetzke,WK-Batter,75.00 L,Stylish and explosive top-order batter | Impressive numbers in SA20 and T20 Blast this year,images/Matthew_Breetzke.jpg
Lucknow Super Giants,Shahbaz Ahmed,Allrounder,2.40 Cr,Elegant left-hander with a wide array of shots | Bowls useful left-arm spin and is a partnership breaker | Gun fielder both inside and outside the 30-yard circle,images/Shahbaz_Ahmed.jpg
Lucknow Super Giants,Arjun Tendulkar,Allrounder,30.00 L,,images/Arjun_Tendulkar.jpg
Lucknow Super Giants,Himmat Singh,Batter,30.00 L,,images/Himmat_Singh.jpg
Lucknow Super Giants,Anrich Nortje,Bowler,2.00 Cr,"Bowls consistently over the 140 kmph range | Raw pace, but has been inconsistent at times | Bowls across all phases of the game",images/Anrich_Nortje.jpg
Mumbai Indians,Corbin Bosch,Allrounder,75.00 L,,images/Corbin_Bosch.jpg
Mumbai Indians,Will Jacks,Allrounder,5.25 Cr,Powerful top-order batter | Handy with his off-break bowling | Made a superb century during the 2024 season,images/Will_Jacks.jpg
Mumbai Indians,Hardik Pandya,Allrounder,16.35 Cr,,images/Hardik_Pandya.jpg
Mumbai Indians,Robin Minz,WK-Batter,65.00 L,"Is dubbed the ""Chris Gayle of Jharkhand"" for his aggressive batting style | Was picked by Gujarat for 2024 IPL but had to pull out due to a bike accident | Was invited for trials by LSG, MI, DC and KKR in 2023 after being noticed by Mumbai scouts",images/Robin_Minz.jpg
Mumbai Indians,Raj Bawa,Allrounder,30.00 L,"Stylish left-handed middle-order batter | Pace bowling all-rounder, rare commodity in Indian cricket | Was the Player of the Match in the final of 2022 U-19 WC",images/Raj_Bawa.jpg
Mumbai Indians,Shardul Thakur,Allrounder,2.00 Cr,"Partnership breaker, brave-hearted bowler | Deceives batters with knuckle ball, bowls swing and seam | Can play audacious shots and crucial cameos",images/Shardul_Thakur.jpg
Mumbai Indians,Danish Malewar,Batter,30.00 L,Top order batter from Vidarbha,images/Danish_Malewar.jpg
Mumbai Indians,Sherfane Rutherford,Allrounder,2.60 Cr,Has excellent game awareness and powerful shot making | Natural sweet timer and a good batter against spin,images/Sherfane_Rutherford.jpg
Mumbai Indians,Mayank Markande,Bowler,30.00 L,Likes to deceive batter in flight | Has a good googly | Has 20 wickets in the 2023 and 2024 IPL combined,images/Mayank_Markande.jpg
Mumbai Indians,Mayank Rawat,Allrounder,30.00 L,,images/Mayank_Rawat.jpg
Mumbai Indians,Mohammed Salahuddin Izhar,Bowler,30.00 L,,images/Mohammed_Salahuddin_Izhar.jpg
Mumbai Indians,Deepak Chahar,Bowler,9.25 Cr,Proven IPL performer | Can be deadly with the new ball on conditions that are favourable to swing | Averages 34 and 26 with the bat in ODIs and T20Is respectively,images/Deepak_Chahar.jpg
Mumbai Indians,Jasprit Bumrah,Bowler,18.00 Cr,,images/Jasprit_Bumrah.jpg
Mumbai Indians,Rohit Sharma,Batter,16.30 Cr,Arguably the most successful captain in IPL | Most sixes in T20Is | Averages nearly 30 in IPL,images/Rohit_Sharma.jpg
Mumbai Indians,Naman Dhir,Batter,5.25 Cr,Fearless top-order bat | Likes to take the aerial route | Decent offie,images/Naman_Dhir.jpg
Mumbai Indians,Ashwani Kumar,Batter,30.00 L,,images/Ashwani_Kumar.jpg
Mumbai Indians,Mitchell Santner,Allrounder,2.00 Cr,"Bowls wicket-to-wicket | Solid defensive bowler, effective even on small grounds | Can contribute with the bat",images/Mitchell_Santner.jpg
Mumbai Indians,Tilak Varma,Batter,8.00 Cr,,images/Tilak_Varma.jpg
Mumbai Indians,Trent Boult,Bowler,12.50 Cr,"A freelancer with experience across different leagues | Swings the new ball, has many slower ball variations | Wicket-taking option during the batting powerplay",images/Trent_Boult.jpg
Mumbai Indians,Suryakumar Yadav,Batter,16.35 Cr,,images/Suryakumar_Yadav.jpg
Mumbai Indians,Ryan Rickelton,WK-Batter,1.00 Cr,Keeper-bat who usually bats at the top of the order | Has been in good touch for South Africa recently | Struck 227 fours and 125 sixes from 100 T20 innings so far,images/Ryan_Rickelton.jpg
Mumbai Indians,AM Ghazanfar,Bowler,4.80 Cr,Smart off-spin bowling all-rounder | Could be used as a match-up against left-hand dominant line-ups | Has 29 wickets at an economy of 5.71 from 16 T20s so far,images/AM_Ghazanfar.jpg
Mumbai Indians,Atharva Ankolekar,Allrounder,30.00 L,,images/Atharva_Ankolekar.jpg
Mumbai Indians,Raghu Sharma,Bowler,30.00 L,Leg spinner from Punjab | Bowls during the middle phase,images/Raghu_Sharma.jpg
Mumbai Indians,Quinton de Kock,WK-Batter,1.00 Cr,"Made his return to international cricket | Offers a left-handed opening option and a wicket-keeper | Loves pace on the ball, good with the sweep and reverse sweep against spin",images/Quinton_de_Kock.jpg
Punjab Kings,Vishal Nishad,Bowler,30.00 L,Bowler | Indian domestic cricket | Control-based operator,images/Vishal_Nishad.jpg
Punjab Kings,Shashank Singh,Allrounder,5.50 Cr,,images/Shashank_Singh.jpg
Punjab Kings,Yash Thakur,Bowler,1.60 Cr,Effective middle-overs bowler | Hits hard lengths regularly and has a good slower delivery | Became the first bowler to take a fifer in IPL 2024,images/Yash_Thakur.jpg
Punjab Kings,Prabhsimran Singh,Batter,4.00 Cr,,images/Prabhsimran_Singh.jpg
Punjab Kings,Marcus Stoinis,Allrounder,11.00 Cr,Made 388 runs at a SR of 147.5 in the 2024 season | Resourceful power-hitter | Offers reasonable value with the ball,images/Marcus_Stoinis.jpg
Punjab Kings,Arshdeep Singh,Bowler,18.00 Cr,Played a pivotal role in the successful 2024 T20 WC campaign for India | Very potent in powerplay and at the death as well | Can deliver even in pressure situations,images/Arshdeep_Singh.jpg
Punjab Kings,Suryansh Shedge,Allrounder,30.00 L,,images/Suryansh_Shedge.jpg
Punjab Kings,Harpreet Brar,Bowler,1.50 Cr,Bowls a difficult trajectory to hit | Handy with the bat too,images/Harpreet_Brar.jpg
Punjab Kings,Pyla Avinash,Batter,30.00 L,,images/Pyla_Avinash.jpg
Punjab Kings,Harnoor Singh,Batter,30.00 L,Powerful top order batter | Has been in decent form in Ranji Trophy,images/Harnoor_Singh.jpg
Punjab Kings,Azmatullah Omarzai,Allrounder,2.40 Cr,Bats in the middle-order and is a genuine medium-fast bowler | Made runs in the recent white-ball series against Bangladesh,images/Azmatullah_Omarzai.jpg
Punjab Kings,Xavier Bartlett,Bowler,80.00 L,,images/Xavier_Bartlett.jpg
Punjab Kings,Ben Dwarshuis,Allrounder,4.40 Cr,Versatile pacer who can bowl at any stage | Hits sixes for fun in the slog overs,images/Ben_Dwarshuis.jpg
Punjab Kings,Yuzvendra Chahal,Bowler,18.00 Cr,Brave spinner who flights the ball | Gets good turn with his leggies | Always on the list for the Purple Cap,images/Yuzvendra_Chahal.jpg
Punjab Kings,Vishnu Vinod,WK-Batter,95.00 L,Holds the record for highest 7th wicket partnership in Vijay Hazare Trophy | Known for being a destructive six hitter in domestic comps | Generally opens the batting but can play middle order,images/Vishnu_Vinod.jpg
Punjab Kings,Lockie Ferguson,Bowler,2.00 Cr,Out and out pace bowler | Has a sharp bumper and a deadly yorker | Has 194 wickets from 161 innings at an economy of 7.74 in T20s so far,images/Lockie_Ferguson.jpg
Punjab Kings,Marco Jansen,Allrounder,7.00 Cr,"Left arm swing bowler, extracts extra bounce | Experience of playing in pressure situations | More than handy with the bat",images/Marco_Jansen.jpg
Punjab Kings,Shreyas Iyer,Batter,26.75 Cr,"Led KKR to the title in 2024, also led DC to playoffs twice | Quality player of spin | Has different gears to his game",images/Shreyas_Iyer.jpg
